class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
rest,0.5777056813240051,0.2319144606590271,-0.4204722046852112,0.9999938011169434,0.5867254137992859,0.2164978981018066,-0.4017690122127533,0.9999759197235109,0.591863751411438,0.2168405950069427,-0.4017999172210693,0.9999741315841676,0.595764696598053,0.2173921763896942,-0.4017860293388366,0.9999721050262452,0.5716187357902527,0.2183461189270019,-0.4032719731330871,0.9999701976776124,0.5667272806167603,0.2192425727844238,-0.4032961726188659,0.9999672174453736,0.5623939633369446,0.2202238142490387,-0.4033337533473968,0.999964475631714,0.6018375158309937,0.2274502217769622,-0.2632178962230682,0.9999490976333618,0.5593820214271545,0.2277734279632568,-0.2707873284816742,0.9999386072158812,0.5879781246185303,0.2517964839935303,-0.3664923012256622,0.9999942779541016,0.5693551898002625,0.2520819902420044,-0.3687636256217956,0.999992609024048,0.6396139860153198,0.3355880081653595,-0.1527215540409088,0.9999892711639404,0.5248146057128906,0.3342239260673523,-0.1834127902984619,0.9999732971191406,0.6459997296333313,0.4643257260322571,-0.085309013724327,0.9896456003189088,0.5158709287643433,0.469855785369873,-0.1317520290613174,0.9809123873710632,0.6403989195823669,0.5882051587104797,-0.2113700211048126,0.98633074760437,0.507402777671814,0.5885129570960999,-0.2412743866443634,0.9692209362983704,0.6398847699165344,0.6218005418777466,-0.2499523609876632,0.9706444144248962,0.5041072964668274,0.6237998604774475,-0.2809733748435974,0.9472405314445496,0.6320050954818726,0.6214783787727356,-0.2905513048171997,0.9726358652114868,0.5120337605476379,0.6234222054481506,-0.3236424922943115,0.9502230286598206,0.6294790506362915,0.6117348074913025,-0.229287713766098,0.9672487378120422,0.5161070227622986,0.6127092242240906,-0.2599782347679138,0.9416269659996032,0.6040395498275757,0.5764878988265991,0.0130182029679417,0.9998657703399658,0.5425169467926025,0.5737539529800415,-0.0131448181346058,0.9998038411140442,0.5967715978622437,0.7492572665214539,0.0224075689911842,0.9822924733161926,0.5426833033561707,0.7455826997756958,0.013378107920289,0.9851598143577576,0.5885340571403503,0.901646852493286,0.2995322048664093,0.9786906242370604,0.5510388612747192,0.8987569212913513,0.2771081924438476,0.9789865612983704,0.582160234451294,0.9150272011756896,0.3185358345508575,0.8818886876106262,0.5529764294624329,0.9135878086090088,0.2956931889057159,0.8136059641838074,0.6008150577545166,0.954060673713684,0.170028269290924,0.9748303294181824,0.5498422384262085,0.9540964365005492,0.1413796842098236,0.9723869562149048
rest,0.577704131603241,0.2321170270442962,-0.423062801361084,0.9999934434890748,0.5867269039154053,0.2166537493467331,-0.403755247592926,0.9999744296073914,0.5918782353401184,0.2170611768960952,-0.4037789702415466,0.9999727010726928,0.595760703086853,0.2175705432891845,-0.403756320476532,0.9999703764915466,0.5715807676315308,0.2182355970144271,-0.4047885537147522,0.999968647956848,0.5667380094528198,0.2189355194568634,-0.4048189520835876,0.9999659061431884,0.5623937845230103,0.2198060005903244,-0.4048515260219574,0.999963104724884,0.6019052863121033,0.2274512648582458,-0.2657846808433532,0.9999450445175172,0.5593048930168152,0.2277795225381851,-0.2718105912208557,0.9999355673789978,0.5879548788070679,0.251987487077713,-0.3699283003807068,0.9999936819076538,0.5693515539169312,0.2521358728408813,-0.3716329336166382,0.9999919533729552,0.639944314956665,0.3354625105857849,-0.1624907702207565,0.9999880790710448,0.5242420434951782,0.3344817161560058,-0.1828322410583496,0.9999719262123108,0.6468902826309204,0.4639373123645782,-0.0975908115506172,0.9895389080047609,0.5158181190490723,0.4699483215808868,-0.1310905218124389,0.98111754655838,0.6403971910476685,0.5878055095672607,-0.222072035074234,0.9860427975654602,0.507388710975647,0.5887587070465088,-0.2414545565843582,0.9694673418998718,0.640045166015625,0.6208373308181763,-0.2606561779975891,0.9700487852096558,0.5041072368621826,0.6239214539527893,-0.2813542187213897,0.9475409984588624,0.6323093771934509,0.6210312247276306,-0.3004563152790069,0.9720324873924256,0.5120298862457275,0.6234499216079712,-0.3236474394798279,0.9504590630531312,0.6296889781951904,0.6115774512290955,-0.2395919561386108,0.9665187001228333,0.5160728096961975,0.612787127494812,-0.2600773274898529,0.9418734312057496,0.6041637659072876,0.5766441226005554,0.0081664193421602,0.9998610019683838,0.5426195859909058,0.573820948600769,-0.0082978354766964,0.9998000264167786,0.5967708826065063,0.7465406060218811,0.0264819208532571,0.9824614524841307,0.5416945219039917,0.7405588626861572,0.024692116305232,0.9851993322372437,0.5882607102394104,0.9009178280830384,0.2962422966957092,0.9788488149642944,0.5511096715927124,0.8952838182449341,0.2815500497817993,0.97877037525177,0.5822635889053345,0.9145967960357666,0.314010888338089,0.8816032409667969,0.5530849695205688,0.9097321629524232,0.2991206347942352,0.8125765919685364,0.5990501642227173,0.9546140432357788,0.1643071770668029,0.9748119711875916,0.5497860312461853,0.953416109085083,0.1455716788768768,0.971996009349823
rest,0.5777994990348816,0.2321345955133438,-0.4222145080566406,0.9999935030937196,0.5868004560470581,0.2166655957698822,-0.4024089276790619,0.9999744296073914,0.5919668078422546,0.2170799821615219,-0.4024264812469482,0.9999727606773376,0.5957704782485962,0.2175754010677337,-0.4024000763893127,0.9999702572822572,0.5715919733047485,0.2180522978305816,-0.40377077460289,0.9999688267707824,0.5668734312057495,0.2185963839292526,-0.4038060307502746,0.9999664425849916,0.5624864101409912,0.2194013595581054,-0.4038297235965729,0.999963641166687,0.602007269859314,0.2272648215293884,-0.2644244730472564,0.9999443292617798,0.5592973232269287,0.2277343571186065,-0.2717927396297455,0.9999366402626038,0.5879873037338257,0.251989334821701,-0.3694087862968445,0.9999935030937196,0.5695105791091919,0.2521365582942962,-0.3714695572853088,0.9999918341636658,0.6401160955429077,0.3353434205055237,-0.1622637808322906,0.999987244606018,0.5241819620132446,0.3345249593257904,-0.1832341104745865,0.9999715089797974,0.6475619077682495,0.4631986021995544,-0.0937470346689224,0.9894325137138368,0.5158109664916992,0.4699289500713348,-0.1355323642492294,0.9816771149635316,0.6407955288887024,0.5865360498428345,-0.2144677340984344,0.9858816862106324,0.5072949528694153,0.5889876484870911,-0.2470816820859909,0.9702149629592896,0.6409963369369507,0.6194688081741333,-0.2510764598846435,0.969659984111786,0.5041142106056213,0.6242921352386475,-0.2879309356212616,0.9485331177711488,0.6334376931190491,0.6198936700820923,-0.291823148727417,0.9716452956199646,0.5120475888252258,0.6236030459403992,-0.3274071812629699,0.9513397812843324,0.6306232213973999,0.6109476685523987,-0.2324474304914474,0.9661358594894408,0.5160650014877319,0.6129369139671326,-0.264782965183258,0.942874312400818,0.6043108105659485,0.5766370296478271,0.0080764461308717,0.9998573064804076,0.5426819324493408,0.5736541152000427,-0.0082102213054895,0.999797224998474,0.5967704057693481,0.7454099655151367,0.0266169756650924,0.9826489686965942,0.5407930016517639,0.7378794550895691,0.0237205941230058,0.9853036403656006,0.5880283117294312,0.9005486965179443,0.2851684391498565,0.9789470434188844,0.5512232184410095,0.8928540349006653,0.2766992449760437,0.9786158204078674,0.5823616981506348,0.9143677353858948,0.3016754984855652,0.8815922737121582,0.5532991290092468,0.9067501425743104,0.2932181358337402,0.8112336993217468,0.5983646512031555,0.9552324414253236,0.1539903581142425,0.974692165851593,0.5497561693191528,0.952766180038452,0.141057401895523,0.9716381430625916
rest,0.5779433250427246,0.2319578528404235,-0.4103974401950836,0.9999935030937196,0.5869038105010986,0.216641366481781,-0.3898791670799255,0.999974250793457,0.5920737385749817,0.217070922255516,-0.3898995816707611,0.999972641468048,0.5957945585250854,0.2175528705120086,-0.3898753523826599,0.9999699592590332,0.5716208815574646,0.2176719605922699,-0.3917633593082428,0.9999687671661376,0.567018449306488,0.2180884629487991,-0.3917965292930603,0.9999666213989258,0.5625873804092407,0.2187965661287307,-0.3918111324310303,0.9999638199806212,0.6020828485488892,0.2269054949283599,-0.2517176568508148,0.9999433755874634,0.5592964887619019,0.2274090200662613,-0.2619045078754425,0.999937117099762,0.5880942344665527,0.2518059909343719,-0.3578385710716247,0.9999933242797852,0.5696994066238403,0.2519312798976898,-0.3607088923454284,0.9999916553497314,0.6402984857559204,0.3350220322608948,-0.1505902111530304,0.9999865889549256,0.5241719484329224,0.3345977365970611,-0.176774650812149,0.9999709725379944,0.648098349571228,0.4618073999881744,-0.0833712369203567,0.9893165230751038,0.5158044099807739,0.4698877036571502,-0.1330111622810363,0.9821671843528748,0.6414177417755127,0.5850096344947815,-0.2087146490812301,0.9857845306396484,0.5072916150093079,0.5890834331512451,-0.2460208684206009,0.9708762168884276,0.6418183445930481,0.618160605430603,-0.2455092221498489,0.9694539308547974,0.5041356682777405,0.6245147585868835,-0.2876549661159515,0.9494006633758544,0.6342114806175232,0.6186376810073853,-0.2867851853370666,0.9714362025260924,0.5121229887008667,0.6236959099769592,-0.3253323137760162,0.9521085619926452,0.6312679052352905,0.610139787197113,-0.2270821034908294,0.965918779373169,0.5160788297653198,0.6130142211914062,-0.2632003724575043,0.9437276721000672,0.6044817566871643,0.5766083598136902,0.0081872902810573,0.9998542666435242,0.5427226424217224,0.5734773278236389,-0.0083210412412881,0.9997950792312622,0.5967686176300049,0.7438481450080872,0.0257182773202657,0.9827725291252136,0.5404216051101685,0.7370889186859131,0.0232438500970602,0.9853814840316772,0.5878995656967163,0.8998204469680786,0.2782094180583954,0.9790265560150146,0.5513401031494141,0.8918259143829346,0.2704150676727295,0.978511393070221,0.582485020160675,0.9139721393585204,0.2945367097854614,0.8815709352493286,0.5534564256668091,0.9055933356285096,0.2865503430366516,0.8100698590278625,0.5981566905975342,0.955507218837738,0.1469559520483017,0.9746074080467224,0.5497517585754395,0.9523969888687134,0.1344457864761352,0.9713795185089112
rest,0.5780534148216248,0.231574073433876,-0.407048225402832,0.9999934434890748,0.5869759917259216,0.2165442556142807,-0.3860190212726593,0.9999738335609436,0.5921496152877808,0.2170027941465377,-0.3860365450382232,0.9999723434448242,0.5958163738250732,0.2174630314111709,-0.3860066533088684,0.9999694228172302,0.5716715455055237,0.2172370553016662,-0.3885008692741394,0.9999684691429138,0.5671875476837158,0.2175780683755874,-0.3885365426540375,0.9999666213989258,0.5627308487892151,0.2182323187589645,-0.388552576303482,0.9999638199806212,0.6021282076835632,0.2265403717756271,-0.2467833310365677,0.9999416470527648,0.5592952966690063,0.2269759178161621,-0.2599002122879028,0.9999371767044068,0.5881708264350891,0.2514436841011047,-0.3542602062225342,0.999993085861206,0.5698863863945007,0.2515785992145538,-0.3579706847667694,0.9999914169311525,0.6403554081916809,0.3349273800849914,-0.1441078931093216,0.9999858140945436,0.5241147875785828,0.334593802690506,-0.1766329556703567,0.9999701976776124,0.6486398577690125,0.4607255756855011,-0.0770361274480819,0.9892340898513794,0.5158033967018127,0.4694762229919433,-0.1333338022232055,0.982689619064331,0.641751229763031,0.583037257194519,-0.2044682800769806,0.9857686758041382,0.5074034929275513,0.5889884233474731,-0.2459287196397781,0.9715484976768494,0.6426552534103394,0.6168304681777954,-0.2414525747299194,0.9693462252616882,0.5042842626571655,0.6244856715202332,-0.2875562310218811,0.9502659440040588,0.6349660158157349,0.6175132989883423,-0.2829651534557342,0.9713283181190492,0.5122841596603394,0.6236696243286133,-0.3253464102745056,0.952882707118988,0.6318801045417786,0.6092312335968018,-0.2230654954910278,0.9658305644989014,0.5161731243133545,0.6129922270774841,-0.2631525993347168,0.9446141123771667,0.6047041416168213,0.576099157333374,0.0082387598231434,0.999850571155548,0.5429497957229614,0.572881817817688,-0.0083744106814265,0.999792754650116,0.5968315601348877,0.7421768307685852,0.0287723001092672,0.9829093217849731,0.5401782989501953,0.7356549501419067,0.0225737653672695,0.9854419231414796,0.5878197550773621,0.8988983035087585,0.2807808518409729,0.979132890701294,0.5513683557510376,0.8910201787948608,0.2675247192382812,0.9783852696418762,0.5825302004814148,0.9134024381637572,0.2972514927387237,0.8814091682434082,0.5534579157829285,0.9051331281661988,0.283523291349411,0.8080281019210815,0.5978947877883911,0.9555895924568176,0.1489184945821762,0.9745724201202391,0.5498647689819336,0.9520531892776488,0.1298133581876754,0.97109454870224
rest,0.5780847072601318,0.2315623760223388,-0.4018009305000305,0.9999932646751404,0.5869914293289185,0.2165439277887344,-0.3813382983207702,0.9999729990959167,0.5921711325645447,0.2170044034719467,-0.3813555836677551,0.9999716281890868,0.5958173871040344,0.2174623608589172,-0.3813215792179107,0.9999684691429138,0.5716803073883057,0.2171346992254257,-0.3831422924995422,0.999967634677887,0.5672574043273926,0.2174313068389892,-0.3831709027290344,0.9999659657478333,0.562796950340271,0.2180442065000534,-0.3831864297389984,0.9999630451202391,0.6021443605422974,0.2264807373285293,-0.244267389178276,0.9999393224716188,0.5592977404594421,0.2269047647714615,-0.2543123662471771,0.9999356269836426,0.588187575340271,0.2514205276966095,-0.3497642576694488,0.9999926686286926,0.5699842572212219,0.2515121102333069,-0.352592796087265,0.9999909996986388,0.6405008435249329,0.3348103165626526,-0.1437980979681015,0.9999850988388062,0.5241052508354187,0.3346520066261291,-0.1709183454513549,0.9999693036079408,0.6488810777664185,0.4603035748004913,-0.07802464812994,0.989194929599762,0.5158049464225769,0.4691861569881439,-0.1279571503400802,0.9828763008117676,0.6419636011123657,0.5828765630722046,-0.2046130001544952,0.9857463240623474,0.5074344873428345,0.58894944190979,-0.2378511428833007,0.9716827869415284,0.6432796716690063,0.6164892315864563,-0.2414500415325164,0.9692729711532592,0.5043319463729858,0.6244858503341675,-0.2783474922180176,0.9502963423728944,0.635444700717926,0.6171460747718811,-0.2828252017498016,0.9712499976158142,0.512413501739502,0.623663604259491,-0.3161831498146057,0.9528558254241944,0.632278323173523,0.6088894605636597,-0.2230977118015289,0.9657714366912842,0.5162739753723145,0.6129892468452454,-0.2551290988922119,0.9446194767951964,0.6047240495681763,0.5761319398880005,0.0080148996785283,0.9998475313186646,0.542979896068573,0.572858989238739,-0.008150047622621,0.999791145324707,0.5967584252357483,0.7422255873680115,0.0290114171802997,0.9831278920173644,0.5401333570480347,0.7354813814163208,0.0225381664931774,0.985658586025238,0.5876399874687195,0.8989599347114563,0.2749075889587402,0.9795015454292296,0.5513911247253418,0.8912352323532104,0.2659129500389099,0.9785931706428528,0.5825453996658325,0.9136006832122804,0.2903584837913513,0.8824109435081482,0.553516149520874,0.9053932428359984,0.2815596759319305,0.8089266419410706,0.5976263284683228,0.9558505415916444,0.1412196904420852,0.9748936891555786,0.5497921705245972,0.9520564675331116,0.1287567317485809,0.971269965171814
rest,0.5780843496322632,0.2314857393503189,-0.3738390803337097,0.9999929070472716,0.5869929194450378,0.2165188491344452,-0.3535788357257843,0.9999715089797974,0.59217369556427,0.2169920802116394,-0.3536097407341003,0.9999701380729676,0.595817506313324,0.2174460738897323,-0.3535806834697723,0.99996680021286,0.5716786980628967,0.2169609516859054,-0.3549438714981079,0.9999659657478333,0.5672714710235596,0.2172247469425201,-0.3549603223800659,0.9999642968177797,0.5628028512001038,0.2178170979022979,-0.3549817502498626,0.9999611973762512,0.6021662354469299,0.2263605892658233,-0.2193028628826141,0.9999355673789978,0.5592968463897705,0.2267358005046844,-0.2271422147750854,0.99993234872818,0.5881870985031128,0.2513488829135895,-0.322968065738678,0.9999921321868896,0.5700000524520874,0.2513457536697387,-0.3251158893108368,0.9999903440475464,0.6405937671661377,0.3347825407981872,-0.1233695894479751,0.9999845027923584,0.5241072773933411,0.3346538543701172,-0.1496289074420929,0.9999685883522034,0.6490501761436462,0.4600636065006256,-0.0631504207849502,0.9890828728675842,0.5160679817199707,0.4688184857368469,-0.1076984629034996,0.9828275442123412,0.6424816846847534,0.5823124647140503,-0.194273829460144,0.9857558012008668,0.5075124502182007,0.5888590216636658,-0.2172455489635467,0.9717400670051576,0.6438518166542053,0.6157967448234558,-0.2317429482936859,0.9693682193756104,0.5043953061103821,0.624475359916687,-0.2573513984680176,0.950398325920105,0.636030912399292,0.6164858937263489,-0.2729816734790802,0.9713261723518372,0.5125243663787842,0.6236486434936523,-0.2963018417358398,0.9529079794883728,0.6328786611557007,0.6083372831344604,-0.2128388583660125,0.9658747911453248,0.5163797736167908,0.6129833459854126,-0.2350167334079742,0.944707214832306,0.60472571849823,0.5762348175048828,0.0083906855434179,0.99984472990036,0.5429819226264954,0.5728663802146912,-0.0085184704512357,0.9997900128364564,0.5967499017715454,0.7423714995384216,0.0288105905055999,0.9828292727470398,0.5399781465530396,0.7357655763626099,0.0178041793406009,0.9855868220329284,0.5875526666641235,0.8985162973403931,0.2717736363410949,0.9791383743286132,0.551379919052124,0.8913649320602417,0.256236582994461,0.9781971573829652,0.5825456380844116,0.913021683692932,0.2873526215553283,0.881793200969696,0.5534988641738892,0.9055185914039612,0.271677553653717,0.8066559433937073,0.597579836845398,0.9559374451637268,0.1406018286943435,0.974371075630188,0.5497907400131226,0.952056646347046,0.120315596461296,0.9706425070762634
rest,0.5781036615371704,0.2314299046993255,-0.3863593637943268,0.9999929070472716,0.5870154500007629,0.2165028899908065,-0.3665125966072082,0.9999714493751526,0.5922014117240906,0.2169859260320663,-0.3665408492088318,0.9999700784683228,0.5958223342895508,0.2174360901117324,-0.3665156960487366,0.9999666213989258,0.5716832280158997,0.2168298661708831,-0.3679433465003967,0.9999660849571228,0.5673032402992249,0.2170750349760055,-0.3679643273353576,0.9999645352363586,0.5628290772438049,0.2176479399204254,-0.3679892420768738,0.9999614357948304,0.6021930575370789,0.2263043671846389,-0.2304816991090774,0.9999347925186156,0.5592933893203735,0.22662054002285,-0.2382964640855789,0.999932825565338,0.5881928205490112,0.2512969076633453,-0.3344418406486511,0.9999920129776,0.5700427293777466,0.2512459754943847,-0.3365628719329834,0.9999902248382568,0.6405954957008362,0.3346701860427856,-0.1302631646394729,0.9999840259552002,0.524067759513855,0.3346543610095978,-0.155325561761856,0.9999684691429138,0.6493398547172546,0.4599868953227997,-0.0674632489681243,0.9890612363815308,0.5160744190216064,0.4687833189964294,-0.1113031655550003,0.9831589460372924,0.642776608467102,0.5823699235916138,-0.1968731582164764,0.985790193080902,0.5075534582138062,0.5888796448707581,-0.2200689315795898,0.9721206426620485,0.6441940069198608,0.6156742572784424,-0.2343878298997879,0.9693892002105712,0.5045135617256165,0.6244936585426331,-0.2612214386463165,0.950863242149353,0.6364434957504272,0.6163790225982666,-0.2755699753761291,0.9713395833969116,0.5126699209213257,0.6236549615859985,-0.2974355816841125,0.9533126354217528,0.6333193182945251,0.6082800626754761,-0.2153206169605255,0.9659305810928344,0.5164702534675598,0.6130043268203735,-0.2361574172973632,0.9451894760131836,0.6048486232757568,0.5762426257133484,0.0088165011256933,0.9998420476913452,0.5430871248245239,0.572869062423706,-0.0089418767020106,0.9997904896736144,0.5967868566513062,0.7424575090408325,0.0324776992201805,0.9825712442398072,0.5399311780929565,0.7358795404434204,0.0167821031063795,0.9855455160140992,0.5875300765037537,0.8984520435333252,0.2725013792514801,0.9788265824317932,0.551395058631897,0.8914784789085388,0.2549012005329132,0.9779791235923768,0.582569420337677,0.912947714328766,0.2883692979812622,0.881329357624054,0.5534997582435608,0.9056658148765564,0.2703512907028198,0.8052007555961609,0.5975936651229858,0.95595383644104,0.1436507552862167,0.9739512801170348,0.5497878789901733,0.9520594477653505,0.1176912933588028,0.97019761800766
rest,0.5781400203704834,0.2315571010112762,-0.3950681984424591,0.999992847442627,0.5870462656021118,0.2165448069572448,-0.3751091361045837,0.999971091747284,0.5922282934188843,0.2170334160327911,-0.3751231431961059,0.999969720840454,0.5958262085914612,0.2174735814332962,-0.3750961124897003,0.9999661445617676,0.5716989636421204,0.2168290615081787,-0.3768888711929321,0.9999659061431884,0.5673462748527527,0.2170725911855697,-0.3769237399101257,0.9999645352363586,0.5628620982170105,0.2176459580659866,-0.3769397437572479,0.9999613761901855,0.6022049784660339,0.2263090312480926,-0.2385009825229644,0.9999335408210754,0.5592902898788452,0.226676806807518,-0.2485067844390869,0.9999326467514038,0.5881961584091187,0.2513899207115173,-0.3429521918296814,0.999991774559021,0.5700937509536743,0.2513059377670288,-0.3457202017307281,0.9999899864196776,0.6406527757644653,0.3346606492996216,-0.1359691321849823,0.9999834299087524,0.5239611864089966,0.3347310125827789,-0.1641488373279571,0.99996817111969,0.6494720578193665,0.4596542716026306,-0.0690111368894577,0.9890298843383788,0.5161206126213074,0.4688068330287933,-0.121013656258583,0.9833876490592957,0.6428731679916382,0.582293689250946,-0.1983029842376709,0.9857257008552552,0.5075598955154419,0.5888795852661133,-0.2294801175594329,0.9724446535110474,0.6442775726318359,0.6155425906181335,-0.2357988357543945,0.9692105054855348,0.5045174360275269,0.6244980096817017,-0.2706292569637298,0.9512788653373718,0.6365506052970886,0.6162044405937195,-0.2769769430160522,0.9711633920669556,0.5126728415489197,0.6236640214920044,-0.3064047694206238,0.9536726474761964,0.6334462761878967,0.6081199645996094,-0.2166901379823684,0.965760052204132,0.5164719820022583,0.6130140423774719,-0.2456729859113693,0.94558185338974,0.6049052476882935,0.5761199593544006,0.0088886469602584,0.9998393058776855,0.5431157350540161,0.5726861953735352,-0.0090148467570543,0.9997891783714294,0.5967915654182434,0.7419785857200623,0.0322113782167434,0.9826691746711732,0.5398809909820557,0.7357956171035767,0.0169886220246553,0.9856565594673156,0.587407648563385,0.8980771899223328,0.2738663554191589,0.9789255261421204,0.5514398813247681,0.8912931680679321,0.2575694918632507,0.9780876636505128,0.5825740694999695,0.9126518368721008,0.2898055911064148,0.8817733526229858,0.5535775423049927,0.905434787273407,0.2734676003456116,0.8053616881370544,0.5972597002983093,0.9560123682022096,0.1439663767814636,0.973987638950348,0.5497870445251465,0.9519880414009094,0.1206537038087844,0.9702348113059998
rest,0.5781477093696594,0.2314967364072799,-0.3972023129463196,0.9999927878379822,0.5870492458343506,0.216522604227066,-0.3771747648715973,0.9999709129333496,0.5922363996505737,0.2170177996158599,-0.3771916627883911,0.999969482421875,0.5958272814750671,0.2174506485462188,-0.3771638870239258,0.9999658465385436,0.5717002153396606,0.2167439311742782,-0.3789893686771393,0.9999658465385436,0.5673591494560242,0.2169822603464126,-0.3790225684642792,0.9999645352363586,0.5628744959831238,0.2175496369600296,-0.3790413737297058,0.9999613761901855,0.6022199988365173,0.2261954843997955,-0.2400960177183151,0.9999322295188904,0.5592876672744751,0.2266184240579605,-0.2501622140407562,0.9999325275421144,0.5882022976875305,0.2512924373149872,-0.3448989689350128,0.9999915957450868,0.5701231956481934,0.2512124478816986,-0.3476596176624298,0.9999898076057434,0.6406818628311157,0.3345628082752228,-0.1370849907398224,0.9999828934669496,0.5239530801773071,0.334838330745697,-0.164976105093956,0.9999681115150452,0.6494663953781128,0.4595316648483276,-0.0707529038190841,0.9889618158340454,0.5161617994308472,0.4688066840171814,-0.1245304569602012,0.9836581349372864,0.642867922782898,0.5823342800140381,-0.1984598785638809,0.9857512712478638,0.5075806379318237,0.5888673067092896,-0.2328512370586395,0.9728429317474364,0.6442617177963257,0.6155107617378235,-0.2360927611589431,0.9692331552505492,0.5045465230941772,0.6245147585868835,-0.274229347705841,0.9518457651138306,0.6365480422973633,0.6161156892776489,-0.2775342166423797,0.9711809158325196,0.5126842856407166,0.6236941814422607,-0.3097606599330902,0.954188346862793,0.6334432363510132,0.6080590486526489,-0.2170498669147491,0.9658015370368958,0.5164769887924194,0.6130335330963135,-0.2490121126174926,0.9461567401885986,0.6050540804862976,0.5761232376098633,0.0103402091190218,0.9998375773429872,0.5432425737380981,0.5726863145828247,-0.0104698222130537,0.9997909665107728,0.5968440771102905,0.7418299317359924,0.0375739820301532,0.9826194643974304,0.5398727655410767,0.7357775568962097,0.0158289261162281,0.9858466386795044,0.5873616933822632,0.8977853059768677,0.2837978899478912,0.9789618849754332,0.5514514446258545,0.8913653492927551,0.2558458745479584,0.9782557487487792,0.5825764536857605,0.9123271703720092,0.2998243272304535,0.8829658627510071,0.5535763502120972,0.9055070281028748,0.2715272009372711,0.8055490851402283,0.5972820520401001,0.9560325741767884,0.1556074023246765,0.974009931087494,0.5497945547103882,0.9519850611686708,0.1184465438127517,0.9703085422515868
